rift_density,resource_count,initial_fuel,base_supply,resource_supply,seed_start,seed_count,seed_end,total_runs,direct_feasible_count,direct_feasible_ratio,via_base_feasible_count,via_base_feasible_ratio,via_resource_feasible_count,via_resource_feasible_ratio,any_feasible_count,any_feasible_ratio,still_infeasible_count,still_infeasible_ratio,direct_failure_count,rescued_by_base_count,rescued_by_base_ratio,rescued_by_resource_count,rescued_by_resource_ratio,base_only_rescue_count,base_only_rescue_ratio,resource_only_rescue_count,resource_only_rescue_ratio,both_supply_options_count,both_supply_options_ratio,base_rescue_rate_among_direct_failures,resource_rescue_rate_among_direct_failures,any_rescue_rate_among_direct_failures,base_only_share_among_rescued,any_feasible_ratio_delta_vs_r0,still_infeasible_ratio_delta_vs_r0,remaining_fuel_at_goal_sample_count,remaining_fuel_at_goal_excluded_count,remaining_fuel_at_goal_min,remaining_fuel_at_goal_median,remaining_fuel_at_goal_p90,remaining_fuel_at_goal_max,required_supply_sample_count,required_supply_excluded_count,required_supply_min,required_supply_median,required_supply_p90,required_supply_max,best_cost_via_resource_sample_count,best_cost_via_resource_excluded_count,best_cost_via_resource_min,best_cost_via_resource_median,best_cost_via_resource_p90,best_cost_via_resource_max
0.15,1,14,10,5,1,1000,1000,1000,41,0.041,931,0.931,555,0.555,933,0.933,67,0.067,959,890,0.89,519,0.519,373,0.373,2,0.002,517,0.517,0.9280500521376434,0.5411887382690302,0.9301355578727841,0.41816143497757846,-0.0010000000000000009,0.0010000000000000009,933,67,0,7,9,10,937,63,0,3,6,11,937,63,14,18,23,32
0.15,1,14,12,5,1,1000,1000,1000,41,0.041,934,0.934,555,0.555,935,0.935,65,0.065,959,893,0.893,519,0.519,375,0.375,1,0.001,518,0.518,0.9311783107403545,0.5411887382690302,0.9322210636079249,0.41946308724832215,0.0,0.0,935,65,0,9,11,12,937,63,0,3,6,11,937,63,14,18,23,32
0.15,1,16,8,5,1,1000,1000,1000,460,0.46,933,0.933,750,0.75,935,0.935,65,0.065,540,473,0.473,344,0.344,131,0.131,2,0.002,342,0.342,0.8759259259259259,0.6370370370370371,0.8796296296296297,0.27578947368421053,0.0,0.0,935,65,0,7,9,10,938,62,0,1.0,4,8,937,63,14,18,23,32
0.15,1,16,10,5,1,1000,1000,1000,460,0.46,936,0.936,750,0.75,937,0.937,63,0.063,540,476,0.476,344,0.344,133,0.133,1,0.001,343,0.343,0.8814814814814815,0.6370370370370371,0.8833333333333333,0.27882599580712786,0.0010000000000000009,-0.0010000000000000009,937,63,0,9,11,12,938,62,0,1.0,4,8,937,63,14,18,23,32
0.15,1,16,12,5,1,1000,1000,1000,460,0.46,936,0.936,750,0.75,937,0.937,63,0.063,540,476,0.476,344,0.344,133,0.133,1,0.001,343,0.343,0.8814814814814815,0.6370370370370371,0.8833333333333333,0.27882599580712786,0.0010000000000000009,-0.0010000000000000009,937,63,0,11,13,14,938,62,0,1.0,4,8,937,63,14,18,23,32
0.15,1,18,8,5,1,1000,1000,1000,806,0.806,938,0.938,852,0.852,938,0.938,62,0.062,194,132,0.132,94,0.094,38,0.038,0,0.0,94,0.094,0.6804123711340206,0.4845360824742268,0.6804123711340206,0.2878787878787879,0.0,0.0,938,62,0,9.0,11,12,938,62,0,0.0,1,6,937,63,14,18,23,32
0.15,1,18,10,5,1,1000,1000,1000,806,0.806,938,0.938,852,0.852,938,0.938,62,0.062,194,132,0.132,94,0.094,38,0.038,0,0.0,94,0.094,0.6804123711340206,0.4845360824742268,0.6804123711340206,0.2878787878787879,0.0,0.0,938,62,2,11.0,13,14,938,62,0,0.0,1,6,937,63,14,18,23,32
0.15,1,18,12,5,1,1000,1000,1000,806,0.806,938,0.938,852,0.852,938,0.938,62,0.062,194,132,0.132,94,0.094,38,0.038,0,0.0,94,0.094,0.6804123711340206,0.4845360824742268,0.6804123711340206,0.2878787878787879,0.0,0.0,938,62,4,13.0,15,16,938,62,0,0.0,1,6,937,63,14,18,23,32
0.15,1,20,8,5,1,1000,1000,1000,918,0.918,938,0.938,891,0.891,938,0.938,62,0.062,82,20,0.02,17,0.017,3,0.003,0,0.0,17,0.017,0.24390243902439024,0.2073170731707317,0.24390243902439024,0.15,0.0,0.0,938,62,2,11.0,13,14,938,62,0,0.0,0,4,937,63,14,18,23,32
0.15,1,20,10,5,1,1000,1000,1000,918,0.918,938,0.938,891,0.891,938,0.938,62,0.062,82,20,0.02,17,0.017,3,0.003,0,0.0,17,0.017,0.24390243902439024,0.2073170731707317,0.24390243902439024,0.15,0.0,0.0,938,62,4,13.0,15,16,938,62,0,0.0,0,4,937,63,14,18,23,32
0.15,1,20,12,5,1,1000,1000,1000,918,0.918,938,0.938,891,0.891,938,0.938,62,0.062,82,20,0.02,17,0.017,3,0.003,0,0.0,17,0.017,0.24390243902439024,0.2073170731707317,0.24390243902439024,0.15,0.0,0.0,938,62,6,15.0,17,18,938,62,0,0.0,0,4,937,63,14,18,23,32
0.15,1,22,8,5,1,1000,1000,1000,935,0.935,938,0.938,923,0.923,938,0.938,62,0.062,65,3,0.003,3,0.003,0,0.0,0,0.0,3,0.003,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.0,0.0,0.0,938,62,4,13.0,15,16,938,62,0,0.0,0,2,937,63,14,18,23,32
0.15,1,22,10,5,1,1000,1000,1000,935,0.935,938,0.938,923,0.923,938,0.938,62,0.062,65,3,0.003,3,0.003,0,0.0,0,0.0,3,0.003,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.0,0.0,0.0,938,62,6,15.0,17,18,938,62,0,0.0,0,2,937,63,14,18,23,32
0.15,1,22,12,5,1,1000,1000,1000,935,0.935,938,0.938,923,0.923,938,0.938,62,0.062,65,3,0.003,3,0.003,0,0.0,0,0.0,3,0.003,0.046153846153846156,0.046153846153846156,0.046153846153846156,0.0,0.0,0.0,938,62,8,17.0,19,20,938,62,0,0.0,0,2,937,63,14,18,23,32
0.15,1,24,8,5,1,1000,1000,1000,938,0.938,938,0.938,930,0.93,938,0.938,62,0.062,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,938,62,6,15.0,17,18,938,62,0,0.0,0,0,937,63,14,18,23,32
0.15,1,24,10,5,1,1000,1000,1000,938,0.938,938,0.938,930,0.93,938,0.938,62,0.062,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,938,62,8,17.0,19,20,938,62,0,0.0,0,0,937,63,14,18,23,32
0.15,1,24,12,5,1,1000,1000,1000,938,0.938,938,0.938,930,0.93,938,0.938,62,0.062,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,938,62,10,19.0,21,22,938,62,0,0.0,0,0,937,63,14,18,23,32
0.15,3,14,8,5,1,1000,1000,1000,83,0.083,918,0.918,832,0.832,929,0.929,71,0.071,917,835,0.835,749,0.749,97,0.097,11,0.011,738,0.738,0.910577971646674,0.816793893129771,0.9225736095965104,0.11465721040189125,0.006000000000000005,-0.006000000000000005,929,71,0,5,7,8,938,62,0,3.0,5,9,938,62,14,17.0,19,25
0.15,3,14,10,5,1,1000,1000,1000,83,0.083,931,0.931,832,0.832,936,0.936,64,0.064,917,848,0.848,749,0.749,104,0.104,5,0.005,744,0.744,0.9247546346782988,0.816793893129771,0.9302071973827699,0.12192262602579132,0.0020000000000000018,-0.0020000000000000018,936,64,0,7.0,9,10,938,62,0,3.0,5,9,938,62,14,17.0,19,25
0.15,3,14,12,5,1,1000,1000,1000,83,0.083,933,0.933,832,0.832,936,0.936,64,0.064,917,850,0.85,749,0.749,104,0.104,3,0.003,746,0.746,0.9269356597600873,0.816793893129771,0.9302071973827699,0.12192262602579132,0.0010000000000000009,-0.0010000000000000009,936,64,0,9.0,11,12,938,62,0,3.0,5,9,938,62,14,17.0,19,25
0.15,3,16,8,5,1,1000,1000,1000,489,0.489,934,0.934,913,0.913,938,0.938,62,0.062,511,445,0.445,424,0.424,25,0.025,4,0.004,420,0.42,0.8708414872798435,0.8297455968688845,0.8786692759295499,0.0556792873051225,0.0029999999999998916,-0.0030000000000000027,938,62,0,7.0,9,10,938,62,0,0.0,3,7,938,62,14,17.0,19,25
0.15,3,16,10,5,1,1000,1000,1000,489,0.489,936,0.936,913,0.913,938,0.938,62,0.062,511,447,0.447,424,0.424,25,0.025,2,0.002,422,0.422,0.8747553816046967,0.8297455968688845,0.8786692759295499,0.0556792873051225,0.0019999999999998908,-0.0020000000000000018,938,62,0,9.0,11,12,938,62,0,0.0,3,7,938,62,14,17.0,19,25
0.15,3,16,12,5,1,1000,1000,1000,489,0.489,936,0.936,913,0.913,938,0.938,62,0.062,511,447,0.447,424,0.424,25,0.025,2,0.002,422,0.422,0.8747553816046967,0.8297455968688845,0.8786692759295499,0.0556792873051225,0.0019999999999998908,-0.0020000000000000018,938,62,0,11.0,13,14,938,62,0,0.0,3,7,938,62,14,17.0,19,25
0.15,3,18,8,5,1,1000,1000,1000,820,0.82,938,0.938,932,0.932,938,0.938,62,0.062,180,118,0.118,113,0.113,5,0.005,0,0.0,113,0.113,0.6555555555555556,0.6277777777777778,0.6555555555555556,0.0423728813559322,0.0,0.0,938,62,2,9.0,11,12,938,62,0,0.0,1,5,938,62,14,17.0,19,25
0.15,3,18,10,5,1,1000,1000,1000,820,0.82,938,0.938,932,0.932,938,0.938,62,0.062,180,118,0.118,113,0.113,5,0.005,0,0.0,113,0.113,0.6555555555555556,0.6277777777777778,0.6555555555555556,0.0423728813559322,0.0,0.0,938,62,2,11.0,13,14,938,62,0,0.0,1,5,938,62,14,17.0,19,25
0.15,3,18,12,5,1,1000,1000,1000,820,0.82,938,0.938,932,0.932,938,0.938,62,0.062,180,118,0.118,113,0.113,5,0.005,0,0.0,113,0.113,0.6555555555555556,0.6277777777777778,0.6555555555555556,0.0423728813559322,0.0,0.0,938,62,4,13.0,15,16,938,62,0,0.0,1,5,938,62,14,17.0,19,25
0.15,3,20,8,5,1,1000,1000,1000,923,0.923,938,0.938,938,0.938,938,0.938,62,0.062,77,15,0.015,15,0.015,0,0.0,0,0.0,15,0.015,0.19480519480519481,0.19480519480519481,0.19480519480519481,0.0,0.0,0.0,938,62,4,11.0,13,14,938,62,0,0.0,0,3,938,62,14,17.0,19,25
0.15,3,20,10,5,1,1000,1000,1000,923,0.923,938,0.938,938,0.938,938,0.938,62,0.062,77,15,0.015,15,0.015,0,0.0,0,0.0,15,0.015,0.19480519480519481,0.19480519480519481,0.19480519480519481,0.0,0.0,0.0,938,62,4,13.0,15,16,938,62,0,0.0,0,3,938,62,14,17.0,19,25
0.15,3,20,12,5,1,1000,1000,1000,923,0.923,938,0.938,938,0.938,938,0.938,62,0.062,77,15,0.015,15,0.015,0,0.0,0,0.0,15,0.015,0.19480519480519481,0.19480519480519481,0.19480519480519481,0.0,0.0,0.0,938,62,6,15.0,17,18,938,62,0,0.0,0,3,938,62,14,17.0,19,25
0.15,3,22,8,5,1,1000,1000,1000,937,0.937,938,0.938,938,0.938,938,0.938,62,0.062,63,1,0.001,1,0.001,0,0.0,0,0.0,1,0.001,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,938,62,6,13.0,15,16,938,62,0,0.0,0,1,938,62,14,17.0,19,25
0.15,3,22,10,5,1,1000,1000,1000,937,0.937,938,0.938,938,0.938,938,0.938,62,0.062,63,1,0.001,1,0.001,0,0.0,0,0.0,1,0.001,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,938,62,6,15.0,17,18,938,62,0,0.0,0,1,938,62,14,17.0,19,25
0.15,3,22,12,5,1,1000,1000,1000,937,0.937,938,0.938,938,0.938,938,0.938,62,0.062,63,1,0.001,1,0.001,0,0.0,0,0.0,1,0.001,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,938,62,8,17.0,19,20,938,62,0,0.0,0,1,938,62,14,17.0,19,25
0.15,3,24,8,5,1,1000,1000,1000,938,0.938,938,0.938,938,0.938,938,0.938,62,0.062,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,938,62,8,15.0,17,18,938,62,0,0.0,0,0,938,62,14,17.0,19,25
0.15,3,24,10,5,1,1000,1000,1000,938,0.938,938,0.938,938,0.938,938,0.938,62,0.062,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,938,62,8,17.0,19,20,938,62,0,0.0,0,0,938,62,14,17.0,19,25
0.15,3,24,12,5,1,1000,1000,1000,938,0.938,938,0.938,938,0.938,938,0.938,62,0.062,62,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,938,62,10,19.0,21,22,938,62,0,0.0,0,0,938,62,14,17.0,19,25
